,review,predictedvalue
2010,"
            Nicely made, delicate sterling silver earrings with tiny sparkly zircons.  Just the right thing for affordable holiday bling!
        ",1.0
2011,"
            These are the second pair of these earrings I've bought! I'm just obsessed with these ones as I am the others. Such cute earrings, and I've gotten so many compliments.
        ",1.0
2012,"
            I received the pearl ear climbers  and very please with the craftsmanship. They are also known as ear pins. This pair has a modest and feminine characteristics about them which I will enjoy wearing. Not heavy on the ear lobe and the pin tread through the lobe is not to wide if you have a thick ear lobe.
        ",1.0
2013,"
            If I could leave 10 stars I would. I ordered these for my wedding and they were perfect. Will cherish these earrings always.
        ",1.0
2014,"
            THEY ARE BEAUTIFUL.  I ORDERED ANOTHER PAIR IN GOLD
        ",1.0
2015,"
            These bracelets were exactly as pictured, dainty, and super cute!! I purchased them as thank you gifts and they fit all of my friends perfectly (I bought 3) and we all have teeny wrists. The colors were pretty and the bracelet feels sturdy. Shipping and working with the shop owner was easy and the packaging was adorable! Will definitely shop here again!! (I'm repeating my reviews for all 3 bracelets)
        ",1.0
2016,"
            I am very happy! I bought these because they are climbers, and I wanted to use them to hide my second lobe piercing. (The second ones was- regrettably- not done professionally and ended up leaving lopsided scarring) they hide the scars very well. And on the plus side they are inexpensive and unique! The shipping took a bit longer then I was expecting but they were worth the wait!
        ",1.0
2017,"
            I had a great experience with HarshandSweet.  The items I received were as expected and even better.  These ear climbers are absolutely adorable and the one thing I was most impressed with was that they stay in place so much better than others I've purchased.  I'm extremely happy with my purchase and highly recommend them. 
        ",1.0
2018,"
            Love the design, lots of compliments when I wear them.  First class, friendly service.  Very talented maker.
        ",1.0
2019,"
            Like everything I have bought the picture does not do it justice! Super cute and quirky! Could not recommend urban raven enough! Gorgeous individual pieces and I am totally obsessed!!
        ",1.0
2020,"
            I loved this the moment that I saw it on instagram. At first I didn't come to the shop to look because I assumed that it would be very expensive. It was not! It is beautiful, well made, unique, just perfect! I love it even more now, it'smine! I recommend urban raven to anyone looking for a unique piece of wearable art. You won't be disappointed!
        ",1.0
2021,"
            this is not my 1st purchase. 
this girl is super talented. 
i received it very fast and it was even more beautiful than in the photos. 
thank you!! keep up with your amazing work.
        ",1.0
2022,"
            I was so excited to get these! As soon as my tracking app said it was delivered, I raced to the mailbox and ripped the package open! These earrings are GORGEOUS!! I love them so much and they look so good in my piercings. I want to wear these and the other earring purchase from Trium at the same time if I could haha! But I only have to piercing holes, so I�ll have to alternate. Crisan was very kind and understanding about the shipping issues, which wasn�t his fault of course, during this pandemic.
        ",1.0
2023,"
            Beautiful earrings, exactly as pictured. Love that there are 3 holes so I can make them fit my ear lobes perfectly. Thank you!
        ",1.0
2024,"
            Obsessed
        ",1.0
2025,"
            I have been looking for this style for a while, I was so happy to found them. They are really beautiful on!
        ",1.0
2026,"
            Livraison rapide.
Tr�s joli snood que j�ai achet� pour ma fille. H�te qu�elle le porte cet hiver.
Je recommande !
        ",0.0
2027,"
            Tr�s pratique, tr�s joli, bien chaud .
        ",1.0
2028,"
            J'en suis � ma troisi�me �charpe. J'en ai offert deux, et gard� une pour moi-m�me !
Tellement jolies, douces et originales !!!
Merci infiniment.
        ",0.0
2029,"
            tr�s jolies boucles, elles sont arriv�es tr�s vite merci beaucoup !
        ",1.0
2030,"
            An appreciative and big ""WOW"" is the first reaction I had when I received my first pair (but definitely not my last!) of Kathy's gorgeus creations.  They are wonderful, light weight, beautiful and well -- just fun!  Plus, as her shop descriptions explain so well, they can be worn in so many different ways so you are really getting far more than just one pair of earrings.  While the product is what you are purchasing, Kathy's caring, prompt and wonderful service is among the best of the best. Ditto the eye-catching packaging too. Thank you, Kathy, for being there and for sharing your amazing talents with all fortunate enough to cross paths with you and your great Etsy shop!
        ",1.0
2031,"
            Love these earrings.  I love them so much, do they come in a larger size?  I would be interested.  If they do, please let me know.  Thanks.
        ",1.0
2032,"
            Lovely earrings, exactly as expected!
        ",1.0
2033,"
            the seller was helpful with the shipping notification and the earrings are just stunning really high quality
        ",1.0
2034,"
            Unique earrings and excellent customer service. Thanks so much!
        ",1.0
2035,"
            Very good quality, fast delivery, really cool earrings! Very happy with my purchase!:)
        ",1.0
2036,"
            They came and they were absolutely gorgeous. Unfortunately, poor lasting quality. I never got to wear them. 2 months later, without ever being worn, without ever getting wet, the silver looks like it eroded right off and theyre turning brown like what happens with really cheap material, usually over time too not just 2 months. I will never be able to wear them and it was a waste. The stars are for how just freaking pretty they were when they came.
        ",0.0
2037,"
            They came so quickly and look so cute!!
        ",1.0
2038,"
            I love this ear climber. Love! It�s delicate, but has a nice presence on the ear. Very lightweight. I sleep with it in, without issue. Highly recommend!
        ",1.0
